example_id,pattern_name,pattern_type,path_type,layer_idx,mean_curvature,max_curvature,variance_curvature,total_curvature,semantic_distance,path_length,geodesic_efficiency,landmark_accuracy
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,27,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,1.2499961853027344,36.51370620727539,0.03423361567864265,40837.28515625
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,29,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,7.375,18.641063690185547,0.39563192973171973,47083.27734375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,1,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,10.625,13.930761337280273,0.7627005978177455,968.3699340820312
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,5,0.0,0.0,0.0,0.0,47.0625,47.0625,1.0,2158.466796875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,7,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,11.75,47.19856357574463,0.24894825413793592,3497.5859375
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,11,0.0,0.0,0.0,0.0,6.75,6.75,1.0,18981.3203125
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,15,0.06283185307179587,3.141592653589793,0.19344424626135137,3.141592653589793,29.859375,30.01254653930664,0.994896416433506,27712.138671875
existential_overload_and_worthlessness_0,Existential Overload & Worthlessness,Existential rumination,landmark,22,0.0,0.0,0.0,0.0,6.1875,6.1875,1.0,32697.48046875
